Produit,NoteP,NoteC,Pays,Commentaire
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,2,France,n a pas fonctionne n étais pas assez charge
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,2,France,Bonjour  j ai acheté une de c est batterie en mars 2019 et la ça fait moins d'un ans et elle ne retiens plus la charge  j aimerai savoir si il y a une garantie car je ne trouve pas d info dessu 
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,2,Espagne,Compré esta batería pensando que era mejor que las de electrolitos y tras recibirla descargada  una vez recargada  no dura ni 2 dias sin usar la moto. Se descarga sola muy rapido. No la recomiendo.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,2,Espagne,No es compatible con mt 07 2018
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,2,Allemagne,Im Mai 2022 gekauft und nu ist sie Schrott  obwohl sie regelmäßig/nicht durchgängig am Ladegerät angeschlossen war!
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,2,Espagne,No es compatible con YT12B-BS la medida de ancho es superior al hueco para alojarla y no la he podido instalar  he iniciado la devolucion del producto. Por lo demás bien  lástima de q las medidas no coinciden. El envío todo bien . Saludos.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,France,Bonne batterie mais attention elle perd vite du ju J'utilise ma moto tout les jours (600 bandit) et pourtant le weekend si je la fait pas tourné 2 jours la batterie montre des signe de faiblesse 🙄  Je pense qu'elle va pas duré très longtemps Elle a un an je pense devoir la changer dans peut de temps 🙄
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,France,J ai reçu la batterie qui a un accro  et des taches dessus  nous avons du la rechargé pour qu elle fonctionne donc je doute que ca marche longtemps
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Allemagne,Ich habe diese Batterie für einen Roller bestellt. Lieferung erfolgte sehr zügig und sie wurde unmittelbar eingebaut. Leider war die Leistung der Batterie nicht so wie beschrieben einbaufertig  da sie leider tiefenentspannt soll heißen schon fast entladen war. Sie wird jetzt geladen. Wenn das Ergebnis gut ist ..ok ! Wenn nicht geht sie zurück.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Allemagne,Batterie gekauft  hat für'n 125er alten Tauris Mambo gepasst und anstandslos funktioniert. Nach dem Winter war sie komplett entladen. Mitn elektronischen Batterie Ladegerät hat dann das nachladen schon nicht richtig funktioniert  dann extra noch ein analoges Batterieladegerät gekauft und auch wieder auf 6V geladen. Was soll ich sagen  Batterie leider kaputt. Der Roller saugt sofort beim Startversuch alles raus.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Espagne,La batería presenta un buen aspecto  de muy fácil de instalación  y arrancó mi CBR 600F a la primera. Al ser de gel  no necesita mantenimiento  ahora a esperar haber que durabilidad tiene  de momento un buen producto.  Al mes sin tocarla ya me ha fallado  le vuelto hacer una carga completa y esperemos que continúe funcionando bien Gracias por leer mis comentarios  espero que os hayan ayudado.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Espagne,En la descripción pone que viene cargada y lista para usar  pero en mi caso vino totalmente descargada  tuve que pedir un cargador para poder usarla  después de cargarla funciona bien  tiene un poco más de fuerza de arranque que las normales de 4Ah.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Allemagne,gut
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Italie,Durata discreta
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Espagne,Ahh
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,3,Espagne,El color naranja 😕 precio muy elevado para lo que es
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,France,Je l'ai acheté pour un scooter 50cc je pensais que ça n'allait pas fonctionner  car la batterie est assez petite  mais nan ça marche nickel pour le prix n'hésiter pas ça vaux le coup.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,France,Ma batterie a tenu 11 mois. Un peu court…
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,France,A mon idée... sans surprise
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,France,Panne de batterie le lundi a.m. Batterie scooter 9Ah livrée   chargée et installée le mercredi pour 40 €. C'est simple et rapide. Petit bémol : les vis de cosse fournies sont un peu courtes  il manque 5 mm pour que la vis soit en contact avec l'écrou (fournis). En tous cas ça démarre .
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,France,livré dans les temps avant confinement produit conforme je ne prononce pas sur le longévité Je verrai à l'utilisation ma moto MT09 a redémarrée sans problème et pendant cette période de confinement je la recharge tout les 3 ou 4 jours en mode lent par d'anomalie
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,France,toutes les fonctions sont ok arrivé dans les temps  fidèle à ma commande
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,Allemagne,Passt und funktioniert.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,Espagne,Después de tiempo para arrancó a la primera y me está dando muy bien funcionamiento
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,Espagne,Buena batería  hace su cometido y su instalación es fácil. A ver cuánto tiempo dura.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,4,Espagne,Buena relación calidad precio
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,Superbe batterie !
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,J'ai plusieurs deux roues   je n'ai jamais été déçu par cette marque (3ieme batterie de cette marque ) Le taux de décharge est très très bas quand on utilise pas la batterie ... Après 6 mois d'hivernage pas besoin de recharger ni de mettre la batterie sous "optimate" l'hiver  impressionnant.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,Employé sur skyteam 125. Beaucoup de punch cette batterie !
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,très deçu par cette batterie que je pensais fiable grace au gel  mais helas c'est idem que les batteries ordinaires
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,Très bon produit  tarif attractif.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,rien a dire c'est conforme
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,TB
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,Fait son job parfaitement  elle est venus chargé.
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,Matériel top qualité  vu le prix  n'hésitez pas Tiens parfaitement la charge  même si n'utilise pas ma moto plusieurs jours  alors que ma batterie précédente une fois passé les 7-8jours était à plat et devait être rechargé Je recommande vivement ce type de batterie pour ceux/celles qui ne veulent pas passer sur une lithium qui oblige à acheter un chargeur de batterie spécifique
GP-PRO Gel Battery 12V 5Ah GTX4L-BS (similaire à YB4L-B / YTX5L-BS /...,4.1,5,France,Utilisé sur une 50cc
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Carte recommandée par amazon lors de l'achat d'une caméra de chasse or  cette carte ne rentre pas dans la caméra et de de ce fait inutilisable . Avant de faire des recommandations de ce type  amazon ferait bien de vérifier la compatibilité avec l'appareil concerné . J'ai la désagréable impression de m'être fait rouler !
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Je ne comprends pas  dans la description  est indiqué compatible avec mon appareil photo Nikon D3100. Et  cela ne fonctionne pas. Difficile d’envisager un remboursement  l’emballage arraché à l’ouverture obligé.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,ne convient pzs ....
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Carte inutile vendue avec la caméra nocturne mis ui n'est pas compatible avec cette caméra qui ne supporte que les micro sd. Limite vente forcée...
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Il s'agit d'une carte SD : ne pas acheter avec un appareil photo 44MP mini qui n'utilise que des cartes micro-SD. Pourquoi cet achat supplémentaire d'une carte qui s'avèrera inutilisable est-il recommandé par le site ?
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Argent dépensé pour rien   ne peut pas être retourné  emballage ouvert. Ne correspond pas   à la caméra photo de chasse haza. Il faut une carte micro non expliqué dans la notice.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Lorsque j’insère la carte dans mon appareil photo il est inscrit « carte mémoire protégée » je ne comprends pas pourtant le petit click de verrouillage n’est pas enclenché.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Inutilisable avec l appareil photo acheté sur Amazon et pourtant conseillé par ce dernier (il faut une micro sd en fait). Il faut revoir les annonces. Petit garçon déçu à son anniversaire . C était un cadeau
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,Je suis surpris La carte mémoire préconisée et fournie n'est pas du format utilisable sur l'appareil photo (32x24 pour un format utilisable micro d'environ de 15x10) A votre disposition Michel lesueur
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,1,France,tres dessus cadeau pour mon petit fils achete avec l appareil photo la carte ne va pas dans l appareil pas cool (la carte etait proposee avec l appareil photo)
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,France,Il est dommage qu'il n'y ait même pas un étui de protection en plastique pour cette carte  comme on peut l'avoir pour d'autres modèles. Cela laisse un doute sur sa longévité.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,France,J'ai acheté ce produit pour une Nintendo 3DS car une personne dans les commentaires disait qu'il était compatible. C'est faux. Aucun commentaire sur la qualité du produit puisque je ne peux pas l'utiliser.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,France,La carte fonctionne  j'ai pu transférer les photos/vidéos de mon Lumix sur un disque dur. En revanche ce qui me semble très étrange  c'est sa capacité de stockage. En effet j'ai une carte SD Panasonic de 4 GB qui permet de filmer 16 minutes de vidéos et de prendre 355 photos. Cette carte-ci permet de filmer 30 minutes et de prendre 2904 photos. Je suis très étonnée qu'une carte de 4 GB permette de prendre 16 minutes de vidéos contre 30 pour une carte de 32 GB !! SI quelqu'un peut m'expliquer je suis preneuse !!
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,France,Très déçu car je ne peux pas la formater sur mon appareil
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,Inde,Feels like I've been deceived purchasing this card. It died in just a month.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,Japon,残念ですが自分の持っているPCでは使用出来ずいいかもと思い購入しましたが今後もっと確認して購入します。
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,Royaume-Uni,Bought this SD and the card has now corrupted.... it wasnt dropped  water damaged - just in camera. Went to use and now lost all photos
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,États-Unis,I'm normally a huge fan of SanDisk products but these were a great disappointment. They are extremely inexpensive and  I regret  fall into the cheap category ...  They are agonizingly slow to write. If you have a mostly read application then they will be fine  as the read speed is quite respectable  but if you need to write more than a little you should avoid these.  I measured the write speed at around 20MB/sec and the read speed at about 90MB/sec. Thinking one was defective I tested all 4 and received the same results with each one. To be fair SanDisk do state that write speed is slower than the 120MB/sec quoted but 6 times slower - that's beyond the pail!  Amazon did the right thing and issued a refund - thank you Amazon.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,Royaume-Uni,Brought this for my digital camera Got the same SD card as the original one but doesn’t work camera won’t recognise it and doesn’t format it like it should keeps throwing up an error message so unable to use
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,2,Royaume-Uni,It looks perfect  my camera just hasn't turned up yet! Can't wait to use
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Fonctionne bien mais une interface blue tooth aurait été une bien meilleure option à acheter pour pouvoir laisser la caméra en place et visionner les images  s'il y en a.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Pas compatible avec mon appareil photo  dommage.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Acheté pour un appareil photo Fujifilm  et elle ne marche pas.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,J'ai bien reçu merci
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Pas approprié pour mon appareil photo
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Correct
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Rien a dire
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Plusieurs photographies de vacances ont été perdues. En effet  vous prenez des photos et lorsque vous affichez vos photos  celles-ci sont remplacées par des images noires. Bravo ! Je ne recommande pas ce produits qui n'est pas fiable pour prendre des photos. J'ai du utiliser mon ancienne carte pour avoir l'assurance de protéger les photos prises.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,Acheté un lot de 3 cartes SD de 120MB/s'   et elles sont moins performantes que mes cartes SD 95 MB/s'. Y' a pas un problème là ? De plus  dans mon reflex  il faut une pince à épiler pour la ressortir alors que habituellement il suffit d'appuyer dessus pour qu'elle ressorte suffisamment pour l’extraire. Des boites de transports aurait été sympa. Je recommande pas !
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,3,France,La 1ère carte est OK  mais la 2ème je n'ai pas pu m'en servir avec ma caméra de chasse.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Aucun problème Vérifier à l’usage
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,...photos sur mon pc
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Carte très bonne qualité pour transfert de données
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Bon rapport qualité prix à voir dans la durée avec une utilisation en extérieur pour piège photo
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,très bon rapport qualité prix et longévité.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Rapport qualité-prix bon pour ce qu'on en fait.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Correct pour ce type de produit. Un peu cher sur Amazon par rapport à un site chinois ou indien  mais c'est le prix du service.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Pour les amateurs de cartes SD rapides  celle-ci n’est pas ce que vous cherchez. La vitesse d’écriture est indigne d’une classe 10. Privilégiez d’autres modèles si cela est important pour vous.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Fait son job
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,4,France,Cette carte proposée avec l’appareil photo n’est pas la bonne  il faut une micro sd. Il est proposé une carte sd simple et bêtement je l’ai prise pour rien.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,S'adapte parfaitement à ma caméra Canon. Bon rapport qualité prix .RAS.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,J'avais commandé cette carte SD pour ma 2ds car je n'avais plus assez de place pour mes jeux  eh bien maintenant j'ai tellement de place que je crois bien que je ne pourrai plus jamais m'en plaindre. Vraiment ravie de cette commande 👍
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,tres bon pour mon appareil photos est un bon prix
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,pas trop petite en capacité ca me suffit  plusieurs dans le sac pour la sécurité  parfait pour moi
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,livraison dans les délais et article conforme
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,C'était pour un appareil 📸 photo avec ce type de carte SD  jamais déçu. Je vous recommande cet article. Moi j'❤️.
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,Acheté pour la console de mon fils. Très bon rapport qualité-prix  rien à redire
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,Parfait
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,excellentes cartes mémoires  très réactives  employée avec un Nikon plein format  elles me fournissent des résultats rapides et très satisfaisants. à recommander
SanDisk Ultra 32GB SDHC Memory Card  Up to 120 MB/s  Class 10  UHS-I ...,4.6,5,France,Ras
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,j'ai commandé la clé USB Philips de 256 giga sauf petit problème le capuchon ne tiens pas en place ce qui est un vrai problème pour une clé USB à ce prix là donc je me suis rabattu sur la marque Kingston qui est de meilleure qualité de fabrication et au moins le capuchon tiens j'en ai commandé deux et le capuchon des deux clés SB tient bien en place surtout pour le prix que je les ai eu elles m'ont coûté moins cher que celle-ci de chez Philips alors je vous conseille d'aller chez Kingston
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,Bonjour   Je me permets de laisser un nouveau commentaire plus récent qui remplace et annule mon précédent commentaire positif dans lequel je vous conseillais ce produit et pour lequel j'avais voté 4 étoiles.  Je fais cela par soucis d'honnêteté pour mes commentaires et afin de ne pas induire en erreur les personnes qui les lisent.  Suite à une utilisation normale  non répétitive  de l'ordre de 1 enregistrement / transfert par mois en moyenne  il s'avère que lors de mon dernier transfert de données sur la clé usb tout a été perdu et la clé a complètement cessé de fonctionner.  N'étant pas néophyte dans ce secteur j'ai tenté toutes les récupérations possibles tant des données inscrites sur la clé que sur son fonctionnement lui même y compris à l'aide de programmes dédiés.  J'ai enfin tenté un reformatage sans succès et un test voltage qui m'indique ne déceler aucun appareil connecté donc décès définitif du produit.  Je précise qu'il n'y a eu aucune surtension ni variation de température durant son fonctionnement.  En fait je me pose la question de l'obsolescence programmée à savoir un arrêt du fonctionnement prévu à l'avance.  Malheureusement pour moi je ne peux plus rendre ce produit.  Conclusion  malgré le soin apporté à son utilisation je ne peux que me joindre à la liste des clients mécontents de ce produit car je constate un sérieux et ' curieux ' disfonctionnement à son sujet que je n'ai jamais encore constaté à ce jour sur toutes mes autres clés de marque différente.  Je retire mes 4 étoiles et déconseille vivement ce produit qui au final n'aura eu de bien que le look.  L'étoile restante ne concerne que le service Amazon qui lui  avait bien fonctionné.  Cet avis vous a-t-il été utile ? 😺  Isidore
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,Au fur et à mesure que je les branchais pour copier des dossiers  mon ordi ne les reconnaissait pas ou le téléchargement ne se faisait pas ! J'ai d'abord cru qu' il y avait un problème avec mon ordinateur. Mais pas du tout. j ai essayé toutes les clés USB puis sur un autre ordi et c était le même scenario . 2 clés seulement sur les 6 ont fait leur job !!!!
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,Clé hs après UNE SEULE utilisation prend facile plus de 15 seconde pour être détecter par le pc une fois brancher et les vitesse de lecture écriture proches de 0mb/s. Et je suis loins d'être le seul sur la page de ce produit du site Philips tout les commentaire décrivent la même chose que moi beaucoup on vue leurs clé cesser de fonctionner à peine arriver chez eux
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,N'achetez pas cette clé Usb  elle ne fonctionne pas. Tous les fichiers que j'ai mis dessus sont corrompus et endommagés : les images sont coupées en deux  toutes les vidéos sont saturées et coupent  les documents ne s'ouvrent plus. Je n'avais jamais vu ca auparavant mais une fois passés sur la clé  les fichiers sont inutilisables. Jai perdu beaucoup de choses importantes. Impossible de la retourner parce que je n'ai repéré que ça venait de la clé que 30 jours après. Bref  fuyez !
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,Il y avait des avis négatifs mais je me suis focaliser sur les avis positifs ce que je n’aurai pas dû faire … le débit est lent mais pas juste lent maxi lent ! Il vaut mieux mettre un peu plus d’argent et avoir un produit de qualité  pas comme cette clé.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,Je suis peut-être tombé sur une mauvaise série de clé mais le débit en écriture était catastrophique et les fichiers copiés étaient corrompus lors de la lecture. Retour immédiat.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,J'ai acheté cet article pour enregistrer un dossier très important ! Cet achat date de fin d'année ! Aujourd'hui  le 13/01/23   pour continuer ce dossier  impossible de charger les nouvelles pages ! J'ai dû faire mes enregistrements dans la clé d'un collègue et effectuer un nouvel achat dont je me serais bien passée 😒 ! Suis-je tombée sur un modèle défaillant ? Ou la marque est à éviter ?
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,Après trois mois d'utilisation  la clé ne fonctionne plus. Les fichiers ne s'ouvrent pas et aucune opération de réparation ou de récupération n'est accessible. Beaucoup de temps et de travail perdu.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,1,France,Je l'ai utilisé 3 fois et au bout d'un mois elle ne fonctionne plus. Je suis très déçue
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,Mon dieu que c'est lent pour copier des fichiers. 15 min d'attente pour copier 15 Go... vitesse d'écriture 20 Mo/s. De plus espace de 117 Go et non 128 Go. Format en exFAT non compatible avec la TV. Avant la première utilisation je vous conseille de la convertir en NTFS lors d'un formatage  elle sera alors compatible avec votre TV ! Ça a marché pour moi grâce aux conseils d'un ami. Sinon la clé a un joli design et mais ce n'est pas suffisant je ne recommande pas.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,Au début ma clé n'est pas reconnue mais en quelques secondes elle l'est donc pas de problème pour moi à ce niveau là. Et  (c'est la 2ème fois que je l'utilise) j'arrive à transférer mes fichiers. Pour moi le problème est que cette clé devient bouillante à l'utilisation (pourtant courte) alors que je n'ai jamais eu auparavant de clé USB qui chauffait ne serait-ce qu'un peu. Ca m'a l'air assez dangereux du coup je pense que je vais éviter de m'en servir.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,J'ai opté pour la version 256Go (Snow Edition Spring Green). Si en lecture elle fait tout à fait le job  du côté de l'écriture ce n'est vraiment pas ça. C'est très très lent. J'ai fait un test avec un film de 1.5 Go et ça a pris presque une minute ! Pour 8 euros de plus  je conseil plutôt la SanDisk Ultra 256 Go qui a une vitesse d'écriture largement supérieure (une vingtaine de secondes pour le même fichier).
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,Bien sûr  concernant la capacité de stockage  le rapport qualité-prix est pas mal. Pourtant  un capuchon qui peut se perdre (ou tenir en force à l'autre extrémité) n'est que le haut de l'iceberg des défauts : J'en vois deux énormes : d'abord  la vitesse est très lente  on est loin de l'USB 3. Mais lors de l'éjection de la clé  on attend des plombes et rien ne se passe : la LED clignote sans s'arrêter. Un arrachement fait apparaitre le message de windows "à réparer" mais je n'ai pas eu de perte de données sur les 2 clés que j'ai achetées et remplies. À voir dans le temps. J'aurais préféré un modèle plus performant sur ces deux points quitte à payer un peu plus cher. Je m'en souviendrai pour le prochain achat.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,La clé affiche bien 128 giga  mais n’est malheureusement pas reconnu par mon téléviseur et la vitesse d’exécution ne dépasse pas les 4/mo secondes   malgré un matériel récent Contraint de racheter des 32g   car confiance en la marque Philips
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,Point positif clé usb reçu rapidement Point négatif je ne comprend pas comment sa se fait que je branche la cle sur le pc sa fonctionne niquel et une fois la cle mis sur des ports usb type barre de son pour écouter de la musiques aucunes des deux fonctionne. Si quelqu'un a la solution ? Merci
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,Je l'ai acheté pour mettre sur mon vidéo projecteur  ça a marché les premiers mois  maintenant il ne détecte plus la clefs elle me sert officiellement à rien.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,La vitesse de lecture est ok la vidéo. En écriture la vitesse peut descendre jusqu'à 3Mb/sec  ce qui est catastrophique. Pour les utilisateurs très patients
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,Achetée le 17/11  elle ne va déjà plus... elle n'est plus reconnue par mon pc ni la télé alors que je n'ai rien fait de spécial  c'est arrivé du jour au lendemain. Je ne recommanderai pas !
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,2,France,je m 'en suis servie deux fois pour stocker des photos une premieres fois pour les mettres dessus quand j'ai eu la clef une seconde fois pour en remettre et trier et elle a laché pendant que je faisait cela!!
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,238 go reel au lieu de 256 go bref manque des go comme indiqué je me sent tromper sur les indication indiqué sur le produit manque des go
